SSTp late Reward,,SSTp late Cue,,SSTp early Cue,,SSTp early Reward,,SSTn late Reward,,SSTn late Cue,,SSTn early Reward,,SSTn early Cue,,SSTp late Pre-Reward,,SSTp early Pre-Reward,,SSTn late Pre-Reward,,SSTn early Pre-Reward,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
1,8.951612903225804,-1,24.048387096774192,-1.0105263157894742,21.096774193548384,1,10.5,1,0.09677419354838435,-1,9.483870967741936,1,1.0645161290322562,-1,19.64516129032258,0,8.274193548387096,0,3.532258064516128,0,1.258064516129032,0,1.6935483870967758
1,7.4999999999999964,-1,27.7258064516129,-1,16.887096774193548,1,13.112903225806448,1,-0.48387096774193594,-1,5.564516129032256,1,2.516129032258064,-1,15.387096774193544,0,9.29032258064516,0,4.887096774193548,0,0.48387096774193594,0,2.1774193548387046
